did,director_name,movie_credits,popularity
224974,Andrew Shortell,1,1e-06
1228262,Philip Martin,4,4e-06
188897,Jon Hewitt,7,0.000538
75544,Jeremy Sims,6,1.2e-05
206476,Mikkel Nørgaard,5,6.3e-05
116076,Greg Franklin,3,7.3e-05
204553,Ethan Spaulding,9,1e-06
139135,Lena Dunham,15,0.568623
567558,Joe Cross,2,2.5e-05
567559,Kurt Engfehr,11,0.001361
226615,Daryn Tufts,10,0
72480,Antti-Jussi Annila,7,0.004617
130957,Abhinav Kashyap,6,1e-06
130051,Craig Moss,15,0.21168
585040,Hu Mei,3,3.9e-05
1213778,Michael J. Weithorn,4,0.019656
95972,Hans Petter Moland,15,0.193311
1035379,Tiller Russell,6,0.8
25146,Colin Ferguson,1,1.633646
591249,Tracy Trost,2,0
124470,Scott Culver,1,0
224322,Ash Adams,5,0.006854
90818,John V. Soto,9,0.021168
133403,Simon Rumley,24,0.001568
223853,Vikramaditya Motwane,16,7.2e-05
557179,Ed Gass-Donnelly,12,1e-06
213614,Max Winkler,5,0.000317
124294,Josh Fox,11,0.002648
96026,Chris Levitus,4,0.002667
112914,David DeFalco,9,3e-06
126809,Lee Joon-ik,12,0
132161,Richard Levine,4,0.000197
588827,Tono Errando,2,1e-06
588828,Javier Mariscal,2,0.06552
37526,Fernando Trueba,40,0.613711
9362,John Willis III,3,0.091728
143031,Marvin Kren,6,0
1090053,Allen Wolf,1,0.52
107855,Hideki Futamura,2,0.000179
1238297,Frank O'Connor,1,1e-06
59502,Shane Dax Taylor,7,0
151162,Agustí Villaronga,21,2e-06
119819,Anurag Basu,14,0.029635
146681,Ryan Craig,3,0
108678,Dean Francis,6,1.5e-05
1199016,Aleksey Uchitel,41,0.001361
228911,Thomas Ikimi,6,0.0108
143102,Josh Reed,1,0.156
558509,Joshua Grannell,8,0.000571
1233,Philip Seymour Hoffman,5,2.365297
134678,Lawrence Trilling,4,0.003147
1604115,Michael Creagh,2,0
91559,Gregory Connors,3,6e-06
35270,Eric Radomski,6,0.4
1459476,Dean Wellins,4,0.002667
127611,Jim Donovan,8,4e-06
38556,Andrew Hull,10,4e-06
225208,Keith Bearden,1,0
635017,Milan Luthria,10,0
223098,Will Canon,4,0
115091,R. Ellis Frazier,14,4e-06
72712,Patrik Syversen,11,1.056838
78659,Derek Magyar,1,0.000192
70008,Mel Damski,26,2.6e-05
1090139,Ashley Horner,2,1e-06
128762,Mark Quod,9,0.06552
1039433,Clay Weiner,2,0
150844,J.C. Calciano,10,4e-06
35785,Siddharth Anand,12,0.000133
144851,Svetozar Ristovski,5,0.12
128690,Bryan Michael Stoller,14,0.00056
140390,Johannes Stjärne Nilsson,13,0.2352
140391,Ola Simonsson,11,1.4e-05
134856,Matt Harlock,3,0.019656
1135524,Paul Thomas,1,0.000437
95407,Jeffery Scott Lando,26,1.2e-05
1041418,Jonathan Sobol,9,0.259728
3191,Risa Bramon Garcia,27,0
66037,Tom Provost,3,0.07056
88142,Vipul Amrutlal Shah,14,1e-06
1697873,Bob Meyer,2,0.000612
105885,Christian Charles,3,4.8e-05
544411,Mitch Schultz,3,0.4
23217,Aubrey Powell,16,0.029424
54222,Jean-Paul Salomé,11,0.000888
131844,Lawrence Gough,2,0.000395
130960,Anusha Rizvi,2,0.52
133794,George VanBuskirk,2,0.001905
130596,Rajshree Ojha,3,0
79279,Paco Cabezas,8,0.7056
1088105,Lucifer Valentine,14,0.017426
556711,Hannes Holm,22,0
135114,Anne Sewitsky,7,2e-06
558465,Ben C. Lucas,5,0
150732,John Doyle,3,0.8
56665,Chad Feehan,3,3e-06
1113751,Ashwani Dhir,7,0.4
8688,Diego Luna,11,3.822248
105166,Mudassar Aziz,6,0.003734
1044685,Joshua Lim,1,0.4
86257,J.B. Ghuman Jr.,2,0.004536
235080,Nanouk Leopold,10,0.021168
100666,José Luis Alemán,5,8e-06
112333,Matt Austin,1,0.042109
113907,Ian Sharp,5,1.6e-05
149961,Anthony Burns,7,0
59923,Marc Forby,3,0
583812,Cosimo Alemà,5,3.5e-05
62342,Adam Mason,25,2.9e-05
1243871,Mike Reilly,4,1e-06
543780,Ben Hayflick,1,7e-06
88134,Adam Silver,12,5.2e-05
147113,Jason Woliner,15,0.29078
1062401,Ken'ichi Takeshita,3,0
228376,Yael Hersonski,2,0.001264
1137003,Mateo Trujillo-Hobbs,2,0.4
141178,Carlos Ramos Jr.,2,0
56828,Christopher Cain,22,0.232744
226051,Debs Gardner-Paterson,2,5e-06
1024823,Brian A Miller,10,0.171304
21373,John Alan Simon,4,0.00224
143808,Derek Frankowski,1,0.000941
131413,Mike Gunther,10,0
142587,Greg Tiernan,22,0.781424
1127679,Ian Power,3,0
98669,John Lechago,10,0
1140286,Travis Mathews,19,0.2184
144220,Luc Vinciguerra,3,0.005897
131838,Siddharth Malhotra,1,0.643606
1035188,Benjamin Gourley,6,4e-06
40575,Michael W. Watkins,14,0.027959
108334,Chris Malloy,6,0.0324
61204,Jonathan Segal,4,1e-06
1258238,David Notman-Watt,1,0.00324
222883,Ryan Stevens Harris,7,0.000103
593079,Nick Simon,10,0.000654
150098,Rupert Goold,6,1e-06
79515,David Blaine,7,0
86250,Frank Henenlotter,26,0.000557
228475,Jimmy Maslon,4,0
7671,Jeb Stuart,13,0.555359
432833,Oren Kaplan,3,0
1343329,Kim Santiago,8,0.000116
119978,Milind Ukey,2,0.64
1500682,Keith Hartman,3,0
112174,Brian Pulido,4,1.8e-05
183724,Chris Dowling,10,0.012447
1267247,Hawa Essuman,1,0.12
238273,Djo Munga,4,0
1009303,Philip G. Flores,1,0.022653
225543,Johnson McKelvy,1,0.000409
146682,Stan Foster,2,3e-06
44950,Richard Schickel,46,5.1e-05
1216562,Mark Baldo,1,0
74105,Ricki Stern,12,1e-06
74106,Anne Sundberg,13,0.4
88837,Larry Blamire,8,0.01512
21683,Oliver Schmitz,27,3.7e-05
120837,Ron Satlof,12,0.070056
559982,Leah Sturgis,1,0
134851,Scud,15,0.001411
141172,Tanya Hamilton,2,0.029635
230799,Douglas Langway,7,0.004536
92591,Peter Sullivan,78,0.043816
239912,Jay Anania,9,0.4
240246,Drew Bolduc,4,0.4
240247,Dan Nelson,1,0
1073876,Phil Noble Jr.,3,0.003468
965809,Andrew Drazek,6,8e-06
131349,Ryan Combs,7,0.30576
1188183,Cheetah Gonzalez,2,0.0468
1050088,Gregory J. Lanesey,1,0
1011002,Justin Steele,8,0.00104
1014879,Chistopher Hines,1,0.0216
1283702,Nathan Blackwell,1,1e-06
1283703,Michael Flores,2,1e-06
1283704,David Sabal,5,0.000774
226525,Jesse Warren,2,1e-06
500061,Matt Osterman,5,0.01512
150575,Declan Recks,4,1e-06
56361,Josh Shelov,4,0.000122
452384,Nic Hill,4,0.000292
937810,Frankie Latina,2,2e-05
155747,David M. Matthews,2,3.7e-05
995505,Martin R. Smith,5,0.2688
220274,Patrick Meaney,16,0.001291
969063,Brooks Branch,2,0
235302,Duane Baughman,1,1e-06
74601,Johnny O'Hara,5,0.0108
65392,Bryan Goluboff,2,0.003543
94457,Terry Dougas,8,0
933852,Nikki Frakes,1,0.002667
933853,Will Hess,5,0
565257,Mark Landsman,2,4e-06
113297,Sawa Suicide,1,0.000572
1316583,Fritz Manger,3,0.4
101812,Duncan Skiles,3,0
592868,Victor Bornia,1,0.000292
130028,Kyle Lawrence,3,0.000223
1025354,Caleb Doyle,2,0.4
4720,Kanye West,8,0.600832
572028,Hideo Jōjō,32,5.5e-05
584071,Brock LaBorde,1,1e-06
584074,Jared Richard,1,0
120953,Gautham Vasudev Menon,59,1.7e-05
126714,Arvin Chen,9,0.14616
580194,Sanzhar Sultanov,1,5e-06
18139,Tony Vitale,7,0.00072
131885,Ryan Piers Williams,4,0.005228
128522,Emmanuel Itier,11,0
1168630,Bradley Scott Sullivan,2,0
939495,Thomas Makowski,5,0.0008
1161749,Hisako Matsui,6,0.07056
142398,Patrick Horvath,10,2.5e-05
1061603,Kevin Dunn,338,0.003558
589149,Paul Epstein,1,0.004212
1495042,Mike George,1,0.8
221944,Katie Aselton,6,0.54546
1681667,Terry Lukemire,1,0
1194636,Chris LaMartina,19,0.000238
1177908,"Amir ""Speck"" Habibi",4,0.568
929825,Ava DuVernay,25,0.11909
1050018,Austin Brooks,4,0.000122
1110573,Anocha Suwichakornpong,14,2.6e-05
131925,Dover Koshashvili,10,0.191262
53359,Joseph Infantolino,5,1e-06
117903,Sean Skelding,4,0.041489
99993,Robert V. Galluzzo,3,2e-06
1106647,Patrick McGrady,5,2e-06
99809,Tom Shell,8,0.12
1023719,Lance Bachelder,4,0.000972
1023720,Johnny Remo,10,0.00324
142571,Kilian Manning,1,9e-06
1706312,Joe Baile,1,0.036
101053,Howie Askins,3,0.01512
54972,Dan Gordon,16,0.000253
1056732,Joe O'Brien,1,0.002667
570282,Peng Zhang Li,4,0.000445
1041503,Elias Matar,7,0.001905
232746,Faith Granger,2,2e-06
229275,Leena Yadav,6,1.1e-05
1486660,Paul Andresen,3,0.00104
1047714,Insung Hwang,1,3.7e-05
107794,Steve Shimek,1,0.4
1138115,Anna Kazejak,4,0
568721,Todd Bellanca,2,1e-06
108738,Dan Garcia,14,0.000188
84633,Brian Klein,44,6.5e-05
1496388,Bill McAdams Jr.,7,0.00635
142521,Jan Hryniak,2,0
559632,Nora Bateson,1,0.12
174897,Dan Peterson,7,1.5e-05
202060,Michael Hines,1,4e-06
232747,Olivier Masset-Depasse,7,0.004536
98559,Howard Wexler,43,0
966969,Jon Artigo,2,0.0108
122011,Scott Phillips,2,8.8e-05
1408894,Chuck Fryberger,8,0
998615,Brad Ellis,2,0.00324
145785,Diego Vega Vidal,7,0
145786,Daniel Vega Vidal,6,7e-06
1637639,Steven Decraene,1,0.036
1637640,Maarten Van Cauwenberghe,1,2e-06
1257523,Thom Zimny,6,0
938196,Matthew Reel,1,9e-06
1343250,Lionel Anthony Cook,10,0.021168
237192,Jack Youngelson,6,8.8e-05
1177950,Chana Gazit,4,0.000572
155883,Joseph Kell,2,3e-06
234622,Ian Powell,8,0.0108
131926,Il Lim,2,0.002478
236551,Marc Goldstein,1,0.000571
567183,Larry Houston,3,7.7e-05
1194149,Phil Giordano,4,0.053936
135210,Paul C Hemmes,2,0.000466
1587763,Bernardo Loyola,5,0.00324
240352,Tim Rutili,2,1e-06
554929,Dilip Mehta,3,0.06552
223918,Zach LeBeau,2,1e-06
166565,Aaron Michael Metchik,2,9.8e-05
126506,Mary Pelloni,1,2e-06
1571420,Wes Sullivan,2,0.000659
563341,Nir Bergman,7,0
223302,Joseph A. Elmore Jr.,3,3.7e-05
131286,Mark David,4,0
22151,Malcolm Mowbray,8,0.000972
1468872,E. Paul Edwards,2,0.0504
59287,Gregory Nicotero,37,2.041739
1781319,Ty Jones,2,0.098784
1193063,Bradley Creanzo,5,0
1576130,Robert J. Huntley,1,0.13104
1492266,Jim Turner,2,5.2e-05
228146,Scott Floyd Lochmus,3,1e-06
1712248,"Steven ""Prozak"" Shippy",18,6e-06
222497,Rob Diamond,6,0.004536
125910,John Ward,8,0.193706
548599,Dustin Rikert,24,0.011964
1490976,Curtis Bowers,2,0.000408
123155,Ryan Thompson,6,0.019656
115492,James Boss,1,0.4
1408998,Lulu Hansen,2,0.24
1408999,Nadia Nikolic Bowen,2,0.002477
1533338,Ike Allen,2,0
221723,Bradley Walsh,15,1e-06
1756438,Michael Rohrbaugh,4,0
582565,Tad Lumpkin,1,2e-06
582566,Harold Uhl,1,2e-05
22579,Wolfgang Meyer,9,5.2e-05
1594878,Eric Espejo,4,0
1750055,Moon-ki Lee,1,0
232146,Stoney Sharp,3,0.005228
557354,La Monte Edwards,1,0
115115,Edward Sanders,2,0.007469
404572,Carol Dysinger,2,0.029635
42287,Leslie Zemeckis,5,2e-06
98191,Joe Davison,10,0.001456
140374,Kristian Fraga,1,0
1290813,Joseph L. Stovall,1,2.5e-05
1039946,Sabrina Cotugno,5,0.01512
85412,Olivier Gruner,8,0.069415
1676264,Chris Morrissey,16,0.12
1413704,Tom Hardy,1,0.010247
590960,Scott L. Montoya,37,0.06552
1192100,Christopher Farley,5,0.12
937892,Jeff Reichert,7,0.0108
557575,Paul D. Hannah,21,0.00048
237985,Veeru Potla,11,1e-06
207792,Laura Verklan,1,0.52
106934,Anjelah Johnson-Reyes,2,4e-06
201474,Ian MacKenzie,1,0
66124,Paul Wheeler,35,0.001317
31493,Alex Cox,35,0.011085
963100,Trey Haley,6,0.01512
1130244,Peter Bo Rappmund,13,0.000101
240904,Daniel Griffith,22,0
1348649,Doug DePriest,2,1.1e-05
1284414,Robert H. Gwinn,3,1e-06
222467,Stewart St. John,2,0
122134,Keith Alan Morris,2,0.055224
131788,Kathy Lindboe,4,0.001361
1057670,Wayne Zeitner,3,0
937964,Holly Mosher	,2,0
224328,Allen Newman,4,0.001905
1288528,David Gaz,3,0.036
1288529,Alex Vazart,1,0.036
1814149,Bryan Buchelt,8,0
1449038,John Albo,2,0.000972
1116303,Shira Potash,3,0.8
517851,Yoav Potash,5,0.4
1432275,Kemal Yildirim,2,0.000197
1629696,David A. Wilson,3,0
1629699,Daniel J. Woolsey,2,0.00324
18981,Amanda Bearse,1,0.025568
1495453,Carolina Moraes-Liu,4,8e-06
1193109,Sean Meehan,6,0.1008
1089900,José Manuel Sandoval,10,0.003734
68233,Davide Melini,12,1.4e-05
68240,Victor Quero,3,0
68250,Bruno Herrero,2,0.019656
573613,David Korn Brzoza,3,0.08064
1338729,John Aniu,3,0
1084728,Jonathan Lisecki,5,3e-06
1590459,Marc Leroux,2,4.8e-05
1402336,Wayne Chesler,1,0
67355,Heather Rae,8,1.4e-05
1000778,Alvin Moore Jr.,2,1e-06
1579894,Steve Cox,4,9.4e-05
1579897,Brad Powers,2,0.01512
1063956,Michael P. Nash,1,5e-06
1125829,Neely Lawson,4,1.6e-05
1113220,Steve Baker,1,0
1438253,Ting Chian Tey,1,7e-06
1013645,William Wedig,2,0
73931,Bette Midler,7,2.612464
1041553,Dave Fraunces,2,0.000817
421643,Julia Bacha,5,0.004536
1618690,Josh Stoddard,1,0
130523,Shane Thueson,1,0.00112
1193125,Antonio Padovan,12,2e-06
1582829,JJ Allin,2,0.001456
1775273,Ryan Marshall,2,0
226420,Federico Rivia,2,0
1961778,MissSheenie,1,0.52
1332642,Theodore Levin,2,0
1214746,Joe Francis,1,0.0504
1108759,Jennifer Stoddart,2,0.00324
1736485,Rick Jansen,4,0.000972
122010,Chris Fickley,1,0
1675349,Stephen Kemp,7,0
557946,LeRoy McDonald,1,1.6e-05
1172505,Stephen Pytak,9,3e-06
1332643,Fairouz R. Nishanova,2,0
929489,Keith Aumont,1,0.000408
572132,Hugo Martinez,5,0.005228
1151353,Joel Souza,7,0.000123
1194189,Ian Clay,2,0
1437965,Petr Luksan,2,0
1106764,Doug Biro,1,0.000183
1296743,Joe Mardin,1,0
226692,Stina Bergman,3,0
1149174,Troy Adamitis,3,0.0504
330427,Pedro Cristiani,5,7e-05
964014,Norton Rodriguez,2,0
178681,Roberto Escobar,2,0.0108
1267956,Dustin Ferguson,16,0.32928
1024227,Jacob Hatley,1,1e-06
109744,Ryan Polito,46,0.000715
1264325,James Avallone,2,0
105882,Neema Barnette,15,0
1169650,Wyatt Denny,2,0.000343
1195842,Jim Haggerty,17,0.12
1195226,Scout Tafoya,31,0.000817
1490461,David A. Fischette,1,0
1484901,Jayme Laforest,4,0.000312
1533307,Keren Atzmon,2,0.0108
1596919,Jesse Johnson,3,0.4
559562,Daniel L. Smith,1,1e-05
1099171,Paul Rosdy,1,0.4
1275493,Laure Michel,3,0.4
1694861,Eric Wastiaux,1,0
1717180,Kim St. Leon,2,0
1768904,Shari Robertson,2,0.000672
1768905,Michael Camerini,3,3e-06
1283815,Gregori J. Martin,8,7.3e-05
935048,Namrata Singh Gujral,1,0
1813563,Ian Flaherty,2,0
1699862,Steven Eastwood,5,1.4e-05
1699863,Geoffrey Alan Rhodes,2,1e-06
1536280,Jerry Landi,8,0.006305
1151541,Benjamin Wagner,1,0.000174
1114115,Mark Wagner,2,2e-06
1763186,Danny Verete,2,0
1198231,Kenny Scott,3,0.52
579011,Mike Winkler,24,0.070056
1165241,Stuart Clarke,1,0.004212
1927134,Joshua Kennedy,8,0.000355
1067811,R.L. Scott,8,0
1103831,Cameron McCulloch,5,0.000336
1460101,Allen Keller,2,0
1278790,Agent Ogden,4,0
1528920,Kamal John Iskander,2,0
1855298,Michael C. Dougherty,1,1e-06
1285307,Rick Reyna,5,0.168
1630144,Al Greeze,2,0.012701
1311412,Adam Cooley,11,0
222743,Eric Hilton,1,0.0504
1037836,Angela Lyons,1,3e-06
1037837,Angela Rollo,1,1e-06
1016317,Clark Stiles,1,0.12
1016331,Merritt Lear,2,0.1704
1069162,Lily Baldwin,16,0
1724470,Rui Goulart,2,0.000172
1650903,Scott Cole,2,1.6e-05
575660,Jose Jaramillo,1,0
1195437,Steven Sander,6,0
1038003,Bill Morrison,52,1e-06
1776593,Cesar Raphael,3,0
108115,Susan Koch,4,0
1299016,Frank B. Goodin II,1,0
1299017,Bernardo Santana,1,0
1093284,Alex Colls,3,0
1768595,Debra Solomon,11,8.8e-05
1464876,Maple Razsa,3,3e-06
1198233,Pacho Velez,10,0.000123
1122382,Scott Patrick,4,0.098784
1385571,Ian Worrel,2,0
1965509,Alexa Fraser-Herron,2,0.0504
2009956,Robert Sickels,3,0
32532,Brad Lewis,8,1.3e-05
84425,Eric Toledano,14,0.00371
84426,Olivier Nakache,15,4.5e-05
142312,Jennifer Yuh Nelson,3,0.008364
8966,Bruce Robinson,14,0.160383
144221,Brad Furman,9,0.151399
527607,Sean Durkin,13,2.1e-05
142013,Gareth Evans,29,9.2e-05
229931,Asghar Farhadi,27,0.072416
1921,George Nolfi,12,0.673722
548481,Christopher Sun,3,0.000141
128712,Laurent Bouhnik,11,0.04879
65594,John Michael McDonagh,8,0.22714
64856,Michael Jai White,4,3.147105
67717,Michel Hazanavicius,26,0.004284
582918,Nick Murphy ,6,6e-06
1692687,Matthijs van Heijningen Jr.,5,4e-06
141675,Jason Winer,2,0.000126
569196,Zeke Norton,1,4.8e-05
222470,Todd Strauss-Schulson,8,0.001028
119368,Jennifer Westfeldt,5,0.530552
83730,Jonathan English,9,0.024396
26205,James Bobin,9,0.415722
523789,Aaron Harvey,5,0.098784
208113,Sarah Smith,2,7.1e-05
66191,Barry Cook,9,0.107106
227545,Marcus Baldini,3,0.4
50719,Rodman Flender,15,0.000126
11641,Scott Spiegel,28,1.146127
133502,Simon Curtis,17,2.8e-05
7865,Michael Brandt,11,1.610592
87055,Karen Disher,5,0.058593
119417,Gavin Wiesen,3,1e-06
45459,Mike Cahill,10,0.003996
135479,Carlo Ledesma,5,1e-06
109339,Julien Magnat,4,1e-05
155357,Ami Canaan Mann,8,0.2184
71872,Jeff Nichols,16,0.16728
59328,John Pogue,11,0.029635
141688,Gary McKendry,3,0.000295
576537,Angel Gracia,1,0.011809
177306,Adam Kassen,1,0.0504
176557,Mark Kassen,3,4.5e-05
8403,David Hare,31,0.683826
474199,Alex Ranarivelo,13,0
5469,Ralph Fiennes,4,6.344803
227438,Stephen Anderson,3,0.0504
227439,Don Hall,8,8.8e-05
83287,Lynne Ramsay,20,4.1e-05
33349,Derick Martini,7,0
186783,Daniel Nettheim,2,0.000186
1038,Jodie Foster,8,8.030024
587411,Tom Owens,2,0.168
155531,Joe Cornish,8,3.104613
77965,Morten Tyldum,6,1.272149
72113,Jonah Loop,10,0.000387
83313,Melanie Mayron,10,0.886731
225294,Jerry Daigle,4,2.2e-05
22227,Christopher Meloni,1,2.397023
66879,Kresten Vestbjerg Andersen,3,1e-06
66880,Thorbjørn Christoffersen,5,0.000972
587167,Philip Einstein Lipski,2,0.556
556172,J.C. Chandor,10,0.000952
1017209,Carles Torrens,7,0.072
59126,Alister Grierson,6,7.7e-05
450321,Phil Dornfeld,3,0.00635
31,Tom Hanks,30,15.414364
1270,Charles Martin Smith,10,0.388858
125324,William Eubank,12,3e-06
814,Tony Kaye,7,2.422932
14887,Paddy Considine,11,2.135646
111699,Lance Daly,8,0.000172
123798,Sheree Folkson,7,0.359573
642,Laura Lau,7,0.021168
19841,Mateo Gil,22,0.000309
1008366,David Foenkinos,7,1.7e-05
10907,Stéphane Foenkinos,19,0
77123,Gonzalo López-Gallego,10,0.000151
73035,Paul Johansson,6,0.982037
137467,Ben Wheatley,31,0.022911
176041,Alex Gregory,2,0.00324
176042,Peter Huyck,2,0
98103,Richard Ayoade,9,0.819672
1218992,Ben Palmer,4,0
93911,Terence Davies,32,8.4e-05
71901,Douglas Aarniokoski,8,7.4e-05
226771,Antti Jokinen,12,0
1059118,Geoffrey Fletcher,5,0.0108
68994,Ron Fricke,15,0.00324
571473,Michael Greenspan,3,0.03024
572045,Stéphane Rybojad,4,0.000141
225148,Brett Simmons,12,0.029635
227452,Keith Scholey,6,0.001361
150207,Jeffrey Hornaday,7,0.024396
1252638,Kazuya Murata,2,0.000801
30711,Kenneth Lonergan,10,2.198248
371298,Joe Nimziki,2,0
20212,Dermot Mulroney,3,2.629453
236859,Michaël R. Roskam,7,0.000326
1339313,Trey Stokes,14,7.3e-05
1362796,Travis Fort,1,1.1e-05
129373,Terry Klassen,2,1e-06
1026085,Elgin James,3,0.0504
81950,Curt Morgan,5,0.52
1142992,Antoine Delesvaux,2,5.9e-05
119498,Joann Sfar,8,0.001361
1375066,Stuart Ortiz,9,2e-06
1310518,Colin Minihan,13,4.2e-05
239404,Julia Leigh,3,0.333984
228177,William Kaufman,9,1e-06
225554,Michael Pavone,12,0.001456
21808,Matthew Chapman,20,3.6e-05
126765,Anubhav Sinha,16,0.000101
52886,Jeffrey Donovan,1,2.230579
11701,Angelina Jolie,15,13.050823
3125,Madonna,11,1.454565
68432,Jamie Linden,7,7.5e-05
568692,Tim Fehlbaum,2,0
80261,Robin Hardy,7,1e-06
56194,Paolo Sorrentino,20,0.889868
930567,Enrico Casarosa,2,0.004212
240735,Antonio Negret,5,1e-05
454818,Alejandro Brugués,8,0.00024
939452,Terry Miles,18,0
1352195,Bugsy Shapiro,2,0.4
6012,Daniel Auteuil,10,2.742588
203310,Victor Dal Chele,3,0
175450,Alfred Gimeno,2,8.8e-05
933739,Zal Batmanglij,4,0.000161
225556,Salim Akil,2,0
110879,Roko Belic,13,0
1122354,Laurence Connor,3,0.000759
155945,Jack Heller,17,0.005228
228274,Evan Glodell,6,0.004536
143510,Bavo Defurne,14,0.4
1106991,Jim Cliffe,1,0.000343
19143,Jason Priestley,7,0.560321
1215399,Taylor Sheridan,6,1.049069
1073896,Zillah Bowes,4,1e-06
225893,Niall MacCormick,6,0.00324
20587,Emanuele Crialese,9,6.7e-05
587348,Youichi Mouri,1,0.010965
1018332,Nathan Morlando,1,0.000102
229695,David Keating,5,0
939123,Kat Coiro,6,0.0468
254741,Constance Marks,3,0
236510,John Stimpson,19,3e-06
129945,Brian Miller,2,0.000103
562691,P.J. Pettiette,5,0.091728
238137,Gerardo Naranjo,12,1.2e-05
558177,Jonathan Newman,7,0.24
89411,Lee Hirsch,6,0.197568
72692,Matthew Hope,9,2e-06
25645,Hirokazu Koreeda,45,0.012414
1027173,Lawrence Roeck,5,4.4e-05
117883,K. Asher Levin,4,0.4
111974,Rob Heydon,1,1e-06
64883,Kang Je-gyu,12,9.7e-05
18897,Jackie Chan,95,12.597665
143217,张立 | Zhang Li,2,0.003872
475875,David Scott,4,9e-06
214413,Lee Fulkerson,3,1e-06
65127,Adamo P. Cultraro,4,0.036
96172,Sam Levinson,6,0.369264
1296722,Steven Maguire,2,0.00024
1021434,Jérôme Le Maire,6,0.56
1009255,Jason Trost,8,0.000799
1223530,Mike Nichols,2,5e-06
1106877,Levan Bakhia,2,0.8
1106878,Beqa Jguburia,1,1.5e-05
557794,Laurieann Gibson,3,4e-06
300472,Lawrence Silverstein,1,0.12
585784,Brett Pierce,8,1e-06
585785,Drew T. Pierce,2,0.000972
225737,Marcus Graves,1,3.5e-05
932071,Andrés G. Schaer,1,0.000365
545138,Sean Hogan,11,0.004504
545139,Andrew Parkinson,9,1e-06
550684,Cindy Meehl,2,0
123707,John Geddes,10,0.001291
16214,Mario Van Peebles,20,1.02656
145130,Azazel Jacobs,10,0.156
77341,David Lickley,5,0.000801
937570,Douglas Buck,22,0.003996
238445,Jim Kohlberg,4,0
150955,Jason Hewitt,12,0.12
95893,James Strong,3,0.847209
1133438,Emad Burnat,1,0.00324
1133439,Guy Davidi,1,8e-06
572551,Paul Dugdale,16,2e-06
909318,Andrew Erwin,8,0.012701
930212,Jon Erwin ,2,0
127787,Ali Zafar,5,2.8e-05
587699,Troy Quane,5,0.029635
39822,Rich Cowan,13,0.002015
64751,Mathieu Demy,3,6.9e-05
559824,Elijah Drenner,19,2.1e-05
106956,Ellen Perry,6,0.051012
1520683,Matt Russell,4,0.07056
1001961,Campion Murphy,1,0.00324
240962,Scott D. Rosenbaum,6,4e-06
937024,Aimee Lagos,5,0.4
557891,Alex Orwell,1,0.0008
84451,Leon Ford,5,0.002528
51696,Artie Mandelberg,8,1e-06
229380,Brian Crano,12,0.053935
497737,Vivi Friedman,1,0
1188357,Jordan F. Ghanma,4,0.168
224644,Alex Stapleton,2,0.4
4491,Jennifer Aniston,8,10.295732
72208,Alicia Keys,5,1.051015
21013,Predrag Antonijević,8,0
2712,Michael Biehn,6,7.179536
1025498,Aun Hoe Goh,1,3e-06
4688,Michael Rapaport,6,0.822492
191914,Keith Allen Burns,2,0.000572
187720,Michael Knowles,7,5.1e-05
1008441,Arthur Bradford,3,0.036
2631,Mario Andreacchio,15,0.000122
101802,Patrick Durham,12,0.002363
144304,D.W. Brown,2,0
1262437,Andrew Beall,3,0.001905
1262438,Frank Molieri,1,1e-06
584802,Alberto Mar,5,1e-06
559175,Toniko Melo,1,1e-06
592212,Duncan MacNeillie,1,0
224221,Maneesh Sharma,10,0
22306,Kad Merad,7,1.035015
124635,Billy O'Brien,8,4.2e-05
202885,Henry Barrial,7,0.00128
1038001,Steven Kostanski,17,1.218994
1294783,Kim Byung-gon,1,0.4
224687,Daniel Lindsay,6,3e-06
110265,T.J. Martin,5,0
1453475,Ryan Turek,4,1.6e-05
935517,Glenn Ciano,1,0.012701
10696,Famke Janssen,2,5.779903
569527,Peter Skillman Odiorne,1,0.24
103,Mark Ruffalo,7,9.310951
32838,Tony Mitchell,4,5e-06
225211,John Dunson,1,3.6e-05
225212,Sean Dunson,1,2e-06
21657,Vera Farmiga,1,7.952825
557883,David Evans ,3,0.4
123708,Jesse T. Cook,3,1e-06
447777,Magnus Martens,7,0.023117
107335,Robert Porter,4,0
56207,Philippe Garrel,97,0.32928
562078,Fred Andrews,3,0.0108
931481,Matt L. Lockhart,2,0.4
9567,Cole S. McKay,22,0.055107
1039201,Sam Fischer	,1,0.000292
592759,Scott Colthorp,1,1e-05
1055199,Andrew Okpeaha MacLean,6,1e-06
227333,Paris Leonti,2,0.000659
761650,Dan Turner,5,0
84354,Gareth Maxwell Roberts,5,0.036
20921,Monte Hellman,34,0.105714
146439,James Ward Byrkit,10,0.001905
936425,Brian T. Jaynes,23,7e-06
172427,Gary Harvey,11,1.9e-05
506356,Matthew Bate,8,0
1099678,Steve Sacks,4,0.005715
1208693,Dustin Mckenzie,1,5.1e-05
42741,Dominique Abel,9,2.8e-05
144792,Bruno Romy,4,0.06552
144791,Fiona Gordon,8,5e-06
111241,Matt Farnsworth,4,0.000898
130050,Colin Theys,11,1e-06
567622,David Murphy,4,0
1041549,Justin Thomas Ostensen,2,0.000183
1006788,Doug Lodato,2,0.001905
530073,Jose Montesinos,14,0.002038
63783,Christie Will,21,0.13104
152568,Karl Zwicky,7,0.003048
